Sample	GeneID	Coverage	m6A_Site	ModFreq
HepG2	ENSG00000177606	16	58781797	0.4375
HepG2	ENSG00000177606	16	58781764	0.0625
HepG2	ENSG00000177606	16	58783078	0.375
HepG2	ENSG00000177606	16	58781698	0.0625
HepG2	ENSG00000177606	16	58781894	0.0625
HepG2	ENSG00000086475	12	13344907	0.08333333333333333
HepG2	ENSG00000044115	48	138934079	0.0625
HepG2	ENSG00000185627	73	252728	0.1506849315068493
HepG2	ENSG00000185627	73	252751	0.1780821917808219
HepG2	ENSG00000065268	115	994440	0.5478260869565217
HepG2	ENSG00000032389	117	3189437	0.05128205128205128
HepG2	ENSG00000087263	88	56476101	0.36363636363636365
HepG2	ENSG00000087263	88	56476180	0.5681818181818182
HepG2	ENSG00000087263	88	56476343	0.2159090909090909
HepG2	ENSG00000088356	65	31945609	0.09230769230769231
HepG2	ENSG00000088356	65	31945469	0.16923076923076924
HepG2	ENSG00000088356	65	31945603	0.046153846153846156
HepG2	ENSG00000087365	122	66068831	0.09016393442622951
HepG2	ENSG00000166902	102	59806463	0.11764705882352941
HepG2	ENSG00000166902	102	59806523	0.30392156862745096
HepG2	ENSG00000188483	60	129177280	0.2833333333333333
HepG2	ENSG00000188483	60	129177229	0.23333333333333334
HepG2	ENSG00000188483	60	129176861	0.26666666666666666
HepG2	ENSG00000188483	60	129177319	0.1
HepG2	ENSG00000188483	60	129176935	0.06666666666666667
HepG2	ENSG00000188483	60	129176783	0.08333333333333333
HepG2	ENSG00000091317	91	32483957	0.06593406593406594
HepG2	ENSG00000177917	113	152735002	0.04424778761061947
HepG2	ENSG00000126062	59	50355055	0.13559322033898305
HepG2	ENSG00000126062	59	50358600	0.23728813559322035
HepG2	ENSG00000126062	59	50354902	0.1864406779661017
HepG2	ENSG00000126062	59	50355189	0.15254237288135594
HepG2	ENSG00000126062	59	50355443	0.01694915254237288
HepG2	ENSG00000176058	54	137199181	0.24074074074074073
HepG2	ENSG00000176058	54	137191643	0.09259259259259259
HepG2	ENSG00000176058	54	137192043	0.09259259259259259
HepG2	ENSG00000103260	85	717453	0.03529411764705882
HepG2	ENSG00000183431	50	37958195	0.02
HepG2	ENSG00000198546	91	133313063	0.14285714285714285
HepG2	ENSG00000205138	94	35995755	0.3191489361702128
HepG2	ENSG00000205138	94	35995726	0.1595744680851064
HepG2	ENSG00000205138	94	35996283	0.05319148936170213
HepG2	ENSG00000205138	94	35995690	0.10638297872340426
HepG2	ENSG00000205138	94	35996059	0.11702127659574468
HepG2	ENSG00000198171	102	3190632	0.0784313725490196
HepG2	ENSG00000183726	57	25338455	0.07017543859649122
HepG2	ENSG00000183726	57	25362130	0.2807017543859649
HepG2	ENSG00000183726	57	25361463	0.07017543859649122
HepG2	ENSG00000183726	57	25361436	0.15789473684210525
HepG2	ENSG00000183726	57	25361811	0.07017543859649122
HepG2	ENSG00000182220	87	40606452	0.06896551724137931
HepG2	ENSG00000148334	150	128120755	0.06666666666666667
HepG2	ENSG00000198355	138	49963295	0.2391304347826087
HepG2	ENSG00000244731	89	32002635	0.06741573033707865
HepG2	ENSG00000244731	89	32002416	0.0898876404494382
HepG2	ENSG00000132967	69	22381895	0.014492753623188406
HepG2	ENSG00000065135	76	109593435	0.11842105263157894
HepG2	ENSG00000120948	110	11022964	0.3
HepG2	ENSG00000120948	110	11023871	0.08181818181818182
HepG2	ENSG00000120948	110	11023640	0.16363636363636364
HepG2	ENSG00000120948	110	11023512	0.20909090909090908
HepG2	ENSG00000120948	110	11023842	0.08181818181818182
HepG2	ENSG00000204070	64	45367807	0.140625
HepG2	ENSG00000204070	64	45367351	0.28125
HepG2	ENSG00000204070	64	45367900	0.15625
HepG2	ENSG00000204070	64	45367131	0.109375
HepG2	ENSG00000176907	70	40154016	0.4142857142857143
HepG2	ENSG00000176907	70	40153999	0.11428571428571428
HepG2	ENSG00000176907	70	40154230	0.3
HepG2	ENSG00000176907	70	40153891	0.2714285714285714
HepG2	ENSG00000176907	70	40153973	0.08571428571428572
HepG2	ENSG00000176907	70	40154025	0.14285714285714285
HepG2	ENSG00000176907	70	40154038	0.11428571428571428
HepG2	ENSG00000128228	147	21644242	0.027210884353741496
HepG2	ENSG00000110536	212	47571606	0.5566037735849056
HepG2	ENSG00000124164	91	58444739	0.0989010989010989
HepG2	ENSG00000170606	60	133104426	0.2833333333333333
HepG2	ENSG00000028528	107	64137720	0.102803738317757
HepG2	ENSG00000154813	89	16260080	0.07865168539325842
HepG2	ENSG00000154813	89	16258472	0.033707865168539325
HepG2	ENSG00000154813	89	16260234	0.011235955056179775
HepG2	ENSG00000184432	101	139357780	0.2079207920792079
HepG2	ENSG00000066583	121	129113055	0.4132231404958678
HepG2	ENSG00000066583	121	129113003	0.1487603305785124
HepG2	ENSG00000066583	121	129113480	0.12396694214876033
HepG2	ENSG00000033011	42	5084874	0.023809523809523808
HepG2	ENSG00000173418	114	20033232	0.08771929824561403
HepG2	ENSG00000114378	154	50302532	0.06493506493506493
HepG2	ENSG00000114378	154	50302523	0.22727272727272727
HepG2	ENSG00000114378	154	50300126	0.09090909090909091
HepG2	ENSG00000114378	154	50302622	0.025974025974025976
HepG2	ENSG00000114378	154	50300221	0.05844155844155844
HepG2	ENSG00000114378	154	50303019	0.01948051948051948
HepG2	ENSG00000111802	123	24650849	0.13821138211382114
HepG2	ENSG00000111802	123	24650144	0.04065040650406504
HepG2	ENSG00000111802	123	24650396	0.08130081300813008
HepG2	ENSG00000111802	123	24650896	0.056910569105691054
HepG2	ENSG00000139131	96	32747082	0.10416666666666667
HepG2	ENSG00000139131	96	32747264	0.21875
HepG2	ENSG00000139131	96	32755324	0.07291666666666667
HepG2	ENSG00000139131	96	32755726	0.03125
HepG2	ENSG00000139131	96	32747088	0.041666666666666664
HepG2	ENSG00000168140	93	4381401	0.16129032258064516
HepG2	ENSG00000168140	93	4383052	0.22580645161290322
HepG2	ENSG00000168140	93	4381194	0.053763440860215055
HepG2	ENSG00000168140	93	4381446	0.1935483870967742
HepG2	ENSG00000168140	93	4382100	0.3118279569892473
HepG2	ENSG00000168140	93	4381122	0.07526881720430108
HepG2	ENSG00000168140	93	4383457	0.20430107526881722
HepG2	ENSG00000166278	143	31945539	0.23776223776223776
HepG2	ENSG00000166278	143	31934229	0.08391608391608392
HepG2	ENSG00000173141	97	21177327	0.061855670103092786
HepG2	ENSG00000100348	133	36467648	0.09022556390977443
HepG2	ENSG00000100564	91	67589349	0.03296703296703297
HepG2	ENSG00000100564	91	67589987	0.10989010989010989
HepG2	ENSG00000100564	91	67590153	0.03296703296703297
HepG2	ENSG00000100564	91	67589370	0.01098901098901099
HepG2	ENSG00000284976	52	137218566	0.25
HepG2	ENSG00000284976	52	137219047	0.17307692307692307
HepG2	ENSG00000284976	52	137217551	0.057692307692307696
HepG2	ENSG00000284976	52	137219314	0.11538461538461539
HepG2	ENSG00000183513	66	98599481	0.030303030303030304
HepG2	ENSG00000183513	66	98600465	0.06060606060606061
HepG2	ENSG00000183513	66	98599962	0.030303030303030304
HepG2	ENSG00000183513	66	98600150	0.015151515151515152
HepG2	ENSG00000183513	66	98608320	0.07575757575757576
HepG2	ENSG00000183513	66	98599999	0.06060606060606061
HepG2	ENSG00000132823	118	44197224	0.22033898305084745
HepG2	ENSG00000132823	118	44197128	0.06779661016949153
HepG2	ENSG00000132823	118	44196780	0.0423728813559322
HepG2	ENSG00000171421	125	1798728	0.264
HepG2	ENSG00000171421	125	1798703	0.216
HepG2	ENSG00000099194	25	100363424	0.04
HepG2	ENSG00000114988	110	96706361	0.5818181818181818
HepG2	ENSG00000114988	110	96707142	0.14545454545454545
HepG2	ENSG00000114988	110	96706213	0.06363636363636363
HepG2	ENSG00000114988	110	96707108	0.09090909090909091
HepG2	ENSG00000156587	83	57552297	0.24096385542168675
HepG2	ENSG00000156587	83	57552310	0.03614457831325301
HepG2	ENSG00000141873	142	2737372	0.11971830985915492
HepG2	ENSG00000141873	142	2732611	0.09154929577464789
HepG2	ENSG00000141873	142	2733071	0.028169014084507043
HepG2	ENSG00000169504	60	24840925	0.06666666666666667
HepG2	ENSG00000151465	47	12250500	0.0851063829787234
HepG2	ENSG00000177868	41	42807217	0.0975609756097561
HepG2	ENSG00000010244	119	32369898	0.3025210084033613
HepG2	ENSG00000010244	119	32370149	0.05042016806722689
HepG2	ENSG00000158604	74	44579309	0.06756756756756757
HepG2	ENSG00000158604	74	44579556	0.06756756756756757
HepG2	ENSG00000132463	19	70820726	0.5789473684210527
HepG2	ENSG00000169105	50	40472375	0.2
HepG2	ENSG00000169105	50	40472780	0.08
HepG2	ENSG00000169105	50	40472470	0.34
HepG2	ENSG00000169105	50	40472617	0.1
HepG2	ENSG00000169105	50	40472286	0.2
HepG2	ENSG00000169105	50	40472734	0.06
HepG2	ENSG00000168569	134	62790680	0.2537313432835821
HepG2	ENSG00000168569	134	62790690	0.06716417910447761
HepG2	ENSG00000116752	125	114568216	0.088
HepG2	ENSG00000175348	94	8947536	0.010638297872340425
HepG2	ENSG00000175348	94	8947542	0.09574468085106383
HepG2	ENSG00000197448	105	143264582	0.06666666666666667
HepG2	ENSG00000197448	105	143268919	0.14285714285714285
HepG2	ENSG00000182952	56	26545173	0.14285714285714285
HepG2	ENSG00000182952	56	26545604	0.03571428571428571
HepG2	ENSG00000079332	85	70152248	0.058823529411764705
HepG2	ENSG00000079332	85	70152436	0.17647058823529413
HepG2	ENSG00000169813	165	43387534	0.1696969696969697
HepG2	ENSG00000169813	165	43387242	0.4484848484848485
HepG2	ENSG00000169813	165	43387448	0.07878787878787878
HepG2	ENSG00000169813	165	43387648	0.10909090909090909
HepG2	ENSG00000012171	68	50276528	0.35294117647058826
HepG2	ENSG00000012171	68	50276369	0.16176470588235295
HepG2	ENSG00000175324	102	38163457	0.0784313725490196
HepG2	ENSG00000175324	102	38163579	0.14705882352941177
HepG2	ENSG00000100347	68	43996412	0.25
HepG2	ENSG00000117505	22	93360742	0.4090909090909091
HepG2	ENSG00000117505	22	93346594	0.18181818181818182
HepG2	ENSG00000117505	22	93346718	0.22727272727272727
HepG2	ENSG00000198890	39	107057839	0.3076923076923077
HepG2	ENSG00000198890	39	107057139	0.05128205128205128
HepG2	ENSG00000198890	39	107058511	0.2564102564102564
HepG2	ENSG00000198890	39	107057195	0.05128205128205128
HepG2	ENSG00000198890	39	107057824	0.02564102564102564
HepG2	ENSG00000105364	90	10259707	0.08888888888888889
HepG2	ENSG00000105364	90	10258519	0.03333333333333333
HepG2	ENSG00000177105	117	3827969	0.1794871794871795
HepG2	ENSG00000177105	117	3827786	0.10256410256410256
HepG2	ENSG00000177105	117	3827476	0.11965811965811966
HepG2	ENSG00000165688	121	136423653	0.256198347107438
HepG2	ENSG00000165688	121	136423333	0.10743801652892562
HepG2	ENSG00000165655	45	75398899	0.4222222222222222
HepG2	ENSG00000165655	45	75399404	0.044444444444444446
HepG2	ENSG00000165655	45	75398450	0.28888888888888886
HepG2	ENSG00000165655	45	75399761	0.15555555555555556
HepG2	ENSG00000165655	45	75399069	0.06666666666666667
HepG2	ENSG00000165655	45	75398782	0.1111111111111111
HepG2	ENSG00000165655	45	75399865	0.022222222222222223
HepG2	ENSG00000165655	45	75398642	0.08888888888888889
HepG2	ENSG00000165655	45	75398570	0.022222222222222223
HepG2	ENSG00000072042	45	67677882	0.1111111111111111
HepG2	ENSG00000072042	45	67677424	0.022222222222222223
HepG2	ENSG00000068912	62	53817948	0.11290322580645161
HepG2	ENSG00000167136	107	128822628	0.22429906542056074
HepG2	ENSG00000167136	107	128818789	0.028037383177570093
HepG2	ENSG00000101150	92	63890540	0.2826086956521739
HepG2	ENSG00000101150	92	63890602	0.2391304347826087
HepG2	ENSG00000161921	48	4734340	0.020833333333333332
HepG2	ENSG00000099622	53	1272844	0.11320754716981132
HepG2	ENSG00000108861	46	43769639	0.08695652173913043
HepG2	ENSG00000108861	46	43766725	0.06521739130434782
HepG2	ENSG00000108861	46	43768483	0.021739130434782608
HepG2	ENSG00000108861	46	43768386	0.021739130434782608
HepG2	ENSG00000108861	46	43769211	0.021739130434782608
HepG2	ENSG00000101464	106	34560840	0.25471698113207547
HepG2	ENSG00000101464	106	34560720	0.2169811320754717
HepG2	ENSG00000101464	106	34560662	0.12264150943396226
HepG2	ENSG00000250317	73	25929337	0.136986301369863
HepG2	ENSG00000169764	140	63891245	0.07857142857142857
HepG2	ENSG00000136950	76	124876954	0.15789473684210525
HepG2	ENSG00000136950	76	124877016	0.09210526315789473
HepG2	ENSG00000136950	76	124876932	0.14473684210526316
HepG2	ENSG00000276023	106	37512533	0.25471698113207547
HepG2	ENSG00000276023	106	37512751	0.05660377358490566
HepG2	ENSG00000276023	106	37512306	0.03773584905660377
HepG2	ENSG00000070010	97	19450663	0.061855670103092786
HepG2	ENSG00000149541	108	62615650	0.08333333333333333
HepG2	ENSG00000149541	108	62615439	0.2777777777777778
HepG2	ENSG00000149541	108	62617108	0.037037037037037035
HepG2	ENSG00000104388	28	60621354	0.03571428571428571
HepG2	ENSG00000104388	28	60621659	0.10714285714285714
HepG2	ENSG00000104388	28	60621197	0.03571428571428571
HepG2	ENSG00000170275	65	33142467	0.046153846153846156
HepG2	ENSG00000097033	23	86743244	0.17391304347826086
HepG2	ENSG00000097033	23	86743338	0.043478260869565216
HepG2	ENSG00000180822	32	3259126	0.03125
HepG2	ENSG00000149932	121	29968078	0.06611570247933884
HepG2	ENSG00000170270	100	93203573	0.12
HepG2	ENSG00000170270	100	93203631	0.31
HepG2	ENSG00000164754	87	116847268	0.16091954022988506
HepG2	ENSG00000164754	87	116846890	0.011494252873563218
HepG2	ENSG00000143013	101	87344992	0.13861386138613863
HepG2	ENSG00000012660	50	53269003	0.18
HepG2	ENSG00000012660	50	53269190	0.1
HepG2	ENSG00000012660	50	53268904	0.02
HepG2	ENSG00000151353	90	675618	0.022222222222222223
HepG2	ENSG00000134108	35	5122494	0.11428571428571428
HepG2	ENSG00000101193	64	62944959	0.046875
HepG2	ENSG00000101193	64	62944845	0.171875
HepG2	ENSG00000101193	64	62945308	0.03125
HepG2	ENSG00000005194	75	57428692	0.13333333333333333
HepG2	ENSG00000285410	52	50353998	0.36538461538461536
HepG2	ENSG00000285410	52	50353900	0.1346153846153846
HepG2	ENSG00000285410	52	50354276	0.11538461538461539
HepG2	ENSG00000285410	52	50354261	0.019230769230769232
HepG2	ENSG00000171222	63	35953702	0.12698412698412698
HepG2	ENSG00000055070	47	16395229	0.3191489361702128
HepG2	ENSG00000055070	47	16395428	0.14893617021276595
HepG2	ENSG00000115902	43	64990149	0.20930232558139536
HepG2	ENSG00000115902	43	65021337	0.046511627906976744
HepG2	ENSG00000115902	43	65021446	0.4883720930232558
HepG2	ENSG00000115902	43	65021636	0.32558139534883723
HepG2	ENSG00000115902	43	65022639	0.13953488372093023
HepG2	ENSG00000115902	43	65021216	0.11627906976744186
HepG2	ENSG00000115902	43	65021343	0.09302325581395349
HepG2	ENSG00000124688	95	43640127	0.15789473684210525
HepG2	ENSG00000124688	95	43636492	0.12631578947368421
HepG2	ENSG00000124688	95	43640141	0.08421052631578947
HepG2	ENSG00000124214	84	49114698	0.6071428571428571
HepG2	ENSG00000124214	84	49114051	0.11904761904761904
HepG2	ENSG00000124214	84	49113927	0.07142857142857142
HepG2	ENSG00000124214	84	49114468	0.13095238095238096
HepG2	ENSG00000124214	84	49114479	0.20238095238095238
HepG2	ENSG00000124214	84	49114189	0.07142857142857142
HepG2	ENSG00000124214	84	49113853	0.05952380952380952
HepG2	ENSG00000124214	84	49114006	0.047619047619047616
HepG2	ENSG00000127399	78	150337037	0.2692307692307692
HepG2	ENSG00000127399	78	150336866	0.14102564102564102
HepG2	ENSG00000127399	78	150336900	0.14102564102564102
HepG2	ENSG00000127399	78	150336987	0.24358974358974358
HepG2	ENSG00000127399	78	150337400	0.0641025641025641
HepG2	ENSG00000127399	78	150337823	0.038461538461538464
HepG2	ENSG00000127399	78	150338038	0.038461538461538464
HepG2	ENSG00000090054	74	92032417	0.10810810810810811
HepG2	ENSG00000090054	74	92032325	0.1891891891891892
HepG2	ENSG00000163950	77	1693616	0.05194805194805195
HepG2	ENSG00000163950	77	1693252	0.025974025974025976
HepG2	ENSG00000105993	123	157385804	0.04878048780487805
HepG2	ENSG00000105993	123	157385966	0.016260162601626018
HepG2	ENSG00000105993	123	157416196	0.14634146341463414
HepG2	ENSG00000105993	123	157416104	0.024390243902439025
HepG2	ENSG00000132581	103	28648658	0.1941747572815534
HepG2	ENSG00000132581	103	28648767	0.21359223300970873
HepG2	ENSG00000132581	103	28649208	0.07766990291262135
HepG2	ENSG00000140743	53	22347167	0.16981132075471697
HepG2	ENSG00000140743	53	22347215	0.18867924528301888
HepG2	ENSG00000140743	53	22347500	0.2641509433962264
HepG2	ENSG00000140743	53	22347281	0.07547169811320754
HepG2	ENSG00000140743	53	22346890	0.018867924528301886
HepG2	ENSG00000144659	13	39396531	0.46153846153846156
HepG2	ENSG00000144659	13	39396982	0.23076923076923078
HepG2	ENSG00000144659	13	39396685	0.07692307692307693
HepG2	ENSG00000108528	90	4937338	0.14444444444444443
HepG2	ENSG00000108528	90	4937612	0.2777777777777778
HepG2	ENSG00000181467	18	153164241	0.05555555555555555
HepG2	ENSG00000181467	18	153163942	0.2777777777777778
HepG2	ENSG00000130193	46	142727525	0.13043478260869565
HepG2	ENSG00000144566	43	19950880	0.2558139534883721
HepG2	ENSG00000144566	43	19950897	0.11627906976744186
HepG2	ENSG00000144566	43	19983926	0.023255813953488372
HepG2	ENSG00000246705	99	14774569	0.06060606060606061
HepG2	ENSG00000128311	133	37018669	0.15037593984962405
HepG2	ENSG00000128311	133	37011277	0.03007518796992481
HepG2	ENSG00000157778	41	1567634	0.4146341463414634
HepG2	ENSG00000157778	41	1567564	0.36585365853658536
HepG2	ENSG00000157778	41	1567547	0.07317073170731707
HepG2	ENSG00000243317	23	135674406	0.21739130434782608
HepG2	ENSG00000243317	23	135674131	0.13043478260869565
HepG2	ENSG00000274523	77	75042494	0.05194805194805195
HepG2	ENSG00000165516	67	49782990	0.029850746268656716
HepG2	ENSG00000168899	112	85593218	0.11607142857142858
HepG2	ENSG00000159692	133	1212134	0.3082706766917293
HepG2	ENSG00000159692	133	1211817	0.08270676691729323
HepG2	ENSG00000103274	88	10769251	0.03409090909090909
HepG2	ENSG00000103274	88	10769253	0.011363636363636364
HepG2	ENSG00000123395	99	52077298	0.12121212121212122
HepG2	ENSG00000133243	86	1985748	0.12790697674418605
HepG2	ENSG00000133243	86	1986237	0.046511627906976744
HepG2	ENSG00000131871	66	101272237	0.015151515151515152
HepG2	ENSG00000167118	95	128390470	0.042105263157894736
HepG2	ENSG00000204264	120	32844539	0.025
HepG2	ENSG00000163605	54	73065483	0.09259259259259259
HepG2	ENSG00000163605	54	73065804	0.14814814814814814
HepG2	ENSG00000163605	54	73064954	0.3888888888888889
HepG2	ENSG00000163605	54	73066517	0.037037037037037035
HepG2	ENSG00000049245	41	7780606	0.024390243902439025
HepG2	ENSG00000090861	36	70252638	0.2222222222222222
HepG2	ENSG00000284194	88	50524202	0.3181818181818182
HepG2	ENSG00000284194	88	50523756	0.07954545454545454
HepG2	ENSG00000284194	88	50523851	0.07954545454545454
HepG2	ENSG00000284194	88	50523864	0.06818181818181818
HepG2	ENSG00000181649	94	2928544	0.09574468085106383
HepG2	ENSG00000174695	53	83057032	0.24528301886792453
HepG2	ENSG00000155090	65	102651312	0.4307692307692308
HepG2	ENSG00000148444	75	22319940	0.04
HepG2	ENSG00000099937	77	20779866	0.12987012987012986
HepG2	ENSG00000132388	28	4272459	0.14285714285714285
HepG2	ENSG00000273611	74	36495358	0.013513513513513514
HepG2	ENSG00000127125	92	42459690	0.07608695652173914
HepG2	ENSG00000144136	76	112659372	0.21052631578947367
HepG2	ENSG00000144136	76	112659540	0.09210526315789473
HepG2	ENSG00000144136	76	112663062	0.13157894736842105
HepG2	ENSG00000156110	65	74708407	0.03076923076923077
HepG2	ENSG00000115275	70	74461648	0.15714285714285714
HepG2	ENSG00000115275	70	74461828	0.02857142857142857
HepG2	ENSG00000115275	70	74461993	0.1
HepG2	ENSG00000115275	70	74462982	0.02857142857142857
HepG2	ENSG00000145817	86	144160377	0.08139534883720931
HepG2	ENSG00000145817	86	144160349	0.1744186046511628
HepG2	ENSG00000189091	62	70529029	0.016129032258064516
HepG2	ENSG00000189091	62	70571844	0.5
HepG2	ENSG00000189091	62	70571924	0.1774193548387097
HepG2	ENSG00000160932	192	143022016	0.07291666666666667
HepG2	ENSG00000102265	93	47585559	0.053763440860215055
HepG2	ENSG00000103415	80	4508058	0.075
HepG2	ENSG00000103415	80	4508086	0.05
HepG2	ENSG00000103415	80	4509732	0.025
HepG2	ENSG00000141858	28	14088173	0.14285714285714285
HepG2	ENSG00000125629	24	118106796	0.041666666666666664
HepG2	ENSG00000125629	24	118106806	0.125
HepG2	ENSG00000125629	24	118108402	0.08333333333333333
HepG2	ENSG00000160867	81	177097883	0.08641975308641975
HepG2	ENSG00000078237	69	4352673	0.2898550724637681
HepG2	ENSG00000078237	69	4352845	0.2318840579710145
HepG2	ENSG00000163132	69	4862918	0.2318840579710145
HepG2	ENSG00000163132	69	4863098	0.17391304347826086
HepG2	ENSG00000163132	69	4859952	0.07246376811594203
HepG2	ENSG00000129197	65	5432583	0.015384615384615385
HepG2	ENSG00000130956	50	96490118	0.1
HepG2	ENSG00000112578	60	41932832	0.08333333333333333
HepG2	ENSG00000112578	60	41932864	0.25
HepG2	ENSG00000103653	33	74802549	0.15151515151515152
HepG2	ENSG00000103653	33	74802570	0.030303030303030304
HepG2	ENSG00000103653	33	74802677	0.030303030303030304
HepG2	ENSG00000132819	59	57407867	0.3728813559322034
HepG2	ENSG00000132819	59	57408059	0.3559322033898305
HepG2	ENSG00000132819	59	57408237	0.5254237288135594
HepG2	ENSG00000132819	59	57408289	0.4576271186440678
HepG2	ENSG00000132819	59	57408603	0.11864406779661017
HepG2	ENSG00000176912	66	649842	0.12121212121212122
HepG2	ENSG00000176912	66	658046	0.045454545454545456
HepG2	ENSG00000124541	99	43029375	0.2727272727272727
HepG2	ENSG00000124541	99	43029557	0.09090909090909091
HepG2	ENSG00000114491	67	124738101	0.14925373134328357
HepG2	ENSG00000114491	67	124738079	0.07462686567164178
HepG2	ENSG00000114491	67	124744072	0.029850746268656716
HepG2	ENSG00000176396	21	39538977	0.2857142857142857
HepG2	ENSG00000176396	21	39539469	0.2857142857142857
HepG2	ENSG00000176396	21	39539069	0.19047619047619047
HepG2	ENSG00000124702	79	43020824	0.08860759493670886
HepG2	ENSG00000107371	64	37780669	0.25
HepG2	ENSG00000107371	64	37780768	0.078125
HepG2	ENSG00000034152	76	21314641	0.15789473684210525
HepG2	ENSG00000034152	76	21315077	0.11842105263157894
HepG2	ENSG00000034152	76	21314501	0.013157894736842105
HepG2	ENSG00000088205	35	117831187	0.08571428571428572
HepG2	ENSG00000088205	35	117832054	0.14285714285714285
HepG2	ENSG00000088205	35	117830819	0.17142857142857143
HepG2	ENSG00000146574	48	6799142	0.3541666666666667
HepG2	ENSG00000107372	108	72355540	0.37037037037037035
HepG2	ENSG00000107372	108	72354903	0.06481481481481481
HepG2	ENSG00000107372	108	72355934	0.1388888888888889
HepG2	ENSG00000107372	108	72355033	0.12037037037037036
HepG2	ENSG00000107372	108	72354968	0.06481481481481481
HepG2	ENSG00000107372	108	72356067	0.05555555555555555
HepG2	ENSG00000101473	54	45841735	0.07407407407407407
HepG2	ENSG00000072958	53	16235096	0.07547169811320754
HepG2	ENSG00000175906	72	43399821	0.3194444444444444
HepG2	ENSG00000175906	72	43400570	0.3888888888888889
HepG2	ENSG00000175906	72	43400390	0.1111111111111111
HepG2	ENSG00000137414	20	17608583	0.05
HepG2	ENSG00000137414	20	17608373	0.05
HepG2	ENSG00000197635	28	161992661	0.07142857142857142
HepG2	ENSG00000197635	28	161992947	0.03571428571428571
HepG2	ENSG00000120992	36	54046941	0.08333333333333333
HepG2	ENSG00000120992	36	54046616	0.1111111111111111
HepG2	ENSG00000134287	67	48938981	0.11940298507462686
HepG2	ENSG00000183161	13	22625332	0.46153846153846156
HepG2	ENSG00000289100	10	33299897	0.2
HepG2	ENSG00000115756	104	10426837	0.057692307692307696
HepG2	ENSG00000115756	104	10419867	0.04807692307692308
HepG2	ENSG00000198841	60	52032512	0.06666666666666667
HepG2	ENSG00000198841	60	52033526	0.2833333333333333
HepG2	ENSG00000198841	60	52032360	0.06666666666666667
HepG2	ENSG00000198841	60	52032875	0.16666666666666666
HepG2	ENSG00000198841	60	52033286	0.08333333333333333
HepG2	ENSG00000177370	35	1001528	0.17142857142857143
HepG2	ENSG00000177370	35	1001285	0.3142857142857143
HepG2	ENSG00000177370	35	1001778	0.2857142857142857
HepG2	ENSG00000177370	35	1001939	0.14285714285714285
HepG2	ENSG00000140807	31	50633818	0.03225806451612903
HepG2	ENSG00000140807	31	50633980	0.22580645161290322
HepG2	ENSG00000140807	31	50634280	0.0967741935483871
HepG2	ENSG00000140807	31	50634496	0.06451612903225806
HepG2	ENSG00000064995	67	34878388	0.417910447761194
HepG2	ENSG00000064995	67	34878526	0.07462686567164178
HepG2	ENSG00000198492	51	28743593	0.3333333333333333
HepG2	ENSG00000198492	51	28742540	0.09803921568627451
HepG2	ENSG00000198492	51	28743703	0.0784313725490196
HepG2	ENSG00000198492	51	28769112	0.11764705882352941
HepG2	ENSG00000198492	51	28743665	0.0784313725490196
HepG2	ENSG00000198492	51	28769032	0.17647058823529413
HepG2	ENSG00000198492	51	28742693	0.0392156862745098
HepG2	ENSG00000198492	51	28743853	0.058823529411764705
HepG2	ENSG00000198492	51	28743736	0.058823529411764705
HepG2	ENSG00000120129	90	172768509	0.4111111111111111
HepG2	ENSG00000120129	90	172769040	0.12222222222222222
HepG2	ENSG00000120129	90	172768723	0.1
HepG2	ENSG00000120129	90	172770870	0.05555555555555555
HepG2	ENSG00000168003	103	62888710	0.20388349514563106
HepG2	ENSG00000168003	103	62888447	0.0970873786407767
HepG2	ENSG00000140650	86	8848682	0.37209302325581395
HepG2	ENSG00000140650	86	8847968	0.06976744186046512
HepG2	ENSG00000119396	39	121179563	0.1282051282051282
HepG2	ENSG00000119396	39	121179462	0.02564102564102564
HepG2	ENSG00000119396	39	121181095	0.05128205128205128
HepG2	ENSG00000116670	80	11674736	0.075
HepG2	ENSG00000113712	76	149496196	0.10526315789473684
HepG2	ENSG00000113712	76	149496282	0.09210526315789473
HepG2	ENSG00000116761	34	70411512	0.029411764705882353
HepG2	ENSG00000105887	92	135929914	0.06521739130434782
HepG2	ENSG00000100030	27	21762656	0.037037037037037035
HepG2	ENSG00000175643	93	11345710	0.0967741935483871
HepG2	ENSG00000175643	93	11351226	0.010752688172043012
HepG2	ENSG00000155304	62	14373844	0.24193548387096775
HepG2	ENSG00000155304	62	14374260	0.1774193548387097
HepG2	ENSG00000155304	62	14372555	0.12903225806451613
HepG2	ENSG00000135211	69	77793976	0.2753623188405797
HepG2	ENSG00000135211	69	77793818	0.36231884057971014
HepG2	ENSG00000088682	104	57460741	0.4230769230769231
HepG2	ENSG00000100650	112	69771857	0.008928571428571428
HepG2	ENSG00000170915	66	52403653	0.13636363636363635
HepG2	ENSG00000170915	66	52404161	0.21212121212121213
HepG2	ENSG00000170915	66	52404532	0.16666666666666666
HepG2	ENSG00000170915	66	52404931	0.42424242424242425
HepG2	ENSG00000170915	66	52404976	0.5
HepG2	ENSG00000170915	66	52405091	0.18181818181818182
HepG2	ENSG00000170915	66	52404257	0.10606060606060606
HepG2	ENSG00000170915	66	52404635	0.10606060606060606
HepG2	ENSG00000170915	66	52405316	0.19696969696969696
HepG2	ENSG00000170915	66	52405686	0.030303030303030304
