Transcript	Site A	Site B	Transcript_counts	Counts_A	FreqA	Counts_B	FreqB	Counts_AB	obs_FreqAB	exp_FreqAB	SdFromExpected
ENST00000554866_0	94590264	94587502	687	156	0.22707423580786026	269	0.3915574963609898	51	0.07423580786026202	0.08891261926101078	-1.3516005637464419
ENST00000554866_0	94590264	94587853	687	156	0.22707423580786026	230	0.33478893740902477	44	0.06404657933042213	0.07602194211907987	-1.1843136599297905
ENST00000554866_0	94590264	94592778	687	156	0.22707423580786026	133	0.19359534206695778	32	0.046579330422125184	0.04396051435581574	0.3348220628556825
ENST00000554866_0	94590264	94587919	687	156	0.22707423580786026	194	0.2823871906841339	41	0.05967976710334789	0.06412285552652823	-0.47538719251726796
ENST00000554866_0	94587502	94587853	687	269	0.3915574963609898	230	0.33478893740902477	87	0.12663755458515283	0.13108911814123386	-0.3457164205434494
ENST00000554866_0	94587502	94592778	687	269	0.3915574963609898	133	0.19359534206695778	58	0.08442503639010189	0.0758037074468874	0.8537392531590463
ENST00000554866_0	94587502	94587919	687	269	0.3915574963609898	194	0.2823871906841339	78	0.11353711790393013	0.1105708213886929	0.24792308980834468
ENST00000554866_0	94587853	94592778	687	230	0.33478893740902477	133	0.19359534206695778	39	0.056768558951965066	0.06481357885793347	-0.8564921640024841
ENST00000554866_0	94587853	94587919	687	230	0.33478893740902477	194	0.2823871906841339	72	0.10480349344978165	0.09454010750706085	0.9194463096032425
ENST00000554866_0	94592778	94587919	687	133	0.19359534206695778	194	0.2823871906841339	42	0.0611353711790393	0.05466884477582214	0.7455683949052072
ENST00000307365_0	72275274	72275034	686	147	0.21428571428571427	252	0.3673469387755102	52	0.07580174927113703	0.07871720116618076	-0.2835545591206836
ENST00000341584_0	94309836	94314164	684	71	0.10380116959064327	337	0.4926900584795322	41	0.059941520467836254	0.05114180431585787	1.0447395475162837
ENST00000341584_0	94309836	94314342	684	71	0.10380116959064327	174	0.2543859649122807	18	0.02631578947368421	0.02640556068533908	-0.0146429439049684
ENST00000341584_0	94309836	94314651	684	71	0.10380116959064327	29	0.04239766081871345	3	0.0043859649122807015	0.004400926780889846	-0.005911525591377378
ENST00000341584_0	94314164	94314342	684	337	0.4926900584795322	174	0.2543859649122807	98	0.14327485380116958	0.1253334359290038	1.4171965189801488
ENST00000341584_0	94314164	94314651	684	337	0.4926900584795322	29	0.04239766081871345	16	0.023391812865497075	0.020888905988167297	0.45771896696362935
ENST00000341584_0	94314342	94314651	684	174	0.2543859649122807	29	0.04239766081871345	10	0.014619883040935672	0.010785369857392018	0.970902231711854
ENST00000426263_1	42926692	42926654	671	85	0.12667660208643816	95	0.14157973174366617	15	0.022354694485842028	0.017934839341597057	0.862681328765904
ENST00000426263_1	42926692	42926639	671	85	0.12667660208643816	152	0.22652757078986588	23	0.03427719821162444	0.028695742946555292	0.866008840762348
ENST00000426263_1	42926692	42926848	671	85	0.12667660208643816	103	0.15350223546944858	11	0.01639344262295082	0.01944514160194207	-0.5724814903665412
ENST00000426263_1	42926692	42926881	671	85	0.12667660208643816	150	0.22354694485842028	21	0.03129657228017884	0.02831816738146904	0.4651043313367053
ENST00000426263_1	42926692	42926965	671	85	0.12667660208643816	103	0.15350223546944858	18	0.026825633383010434	0.01944514160194207	1.3845385680407678
ENST00000426263_1	42926654	42926639	671	95	0.14157973174366617	152	0.22652757078986588	24	0.03576751117734724	0.03207171270497356	0.5433590115652146
ENST00000426263_1	42926654	42926848	671	95	0.14157973174366617	103	0.15350223546944858	18	0.026825633383010434	0.021732805319817607	0.9047605055914596
ENST00000426263_1	42926654	42926881	671	95	0.14157973174366617	150	0.22354694485842028	28	0.041728763040238454	0.03164971648517128	1.4913499269238368
ENST00000426263_1	42926654	42926965	671	95	0.14157973174366617	103	0.15350223546944858	15	0.022354694485842028	0.021732805319817607	0.11048100373554715
ENST00000426263_1	42926639	42926848	671	152	0.22652757078986588	103	0.15350223546944858	29	0.043219076005961254	0.03477248851170817	1.1942900471364426
ENST00000426263_1	42926639	42926881	671	152	0.22652757078986588	150	0.22354694485842028	40	0.05961251862891207	0.05063954637627404	1.0600762705669389
ENST00000426263_1	42926639	42926965	671	152	0.22652757078986588	103	0.15350223546944858	27	0.040238450074515646	0.03477248851170817	0.7728498043657075
ENST00000426263_1	42926848	42926881	671	103	0.15350223546944858	150	0.22354694485842028	30	0.044709388971684055	0.034314955768133065	1.479117237706285
ENST00000426263_1	42926848	42926965	671	103	0.15350223546944858	103	0.15350223546944858	22	0.03278688524590164	0.02356293629411804	1.575220366504807
ENST00000426263_1	42926881	42926965	671	150	0.22354694485842028	103	0.15350223546944858	29	0.043219076005961254	0.034314955768133065	1.2670472234966872
ENST00000439977_0	56943371	56943240	641	79	0.12324492979719189	59	0.09204368174726989	13	0.0202808112324493	0.01134391709521735	2.1365422476534457
ENST00000439977_0	56943371	56940142	641	79	0.12324492979719189	61	0.09516380655226209	10	0.015600624024960999	0.01172845665776709	0.910593522394466
ENST00000439977_0	56943371	56943333	641	79	0.12324492979719189	222	0.3463338533541342	37	0.057722308892355696	0.04268389144302122	1.8835253263332778
ENST00000439977_0	56943240	56940142	641	59	0.09204368174726989	61	0.09516380655226209	7	0.0109204368174727	0.008759227124155168	0.587223529281473
ENST00000439977_0	56943240	56943333	641	59	0.09204368174726989	222	0.3463338533541342	21	0.0327613104524181	0.03187784297643357	0.1273239306431449
ENST00000439977_0	56940142	56943333	641	61	0.09516380655226209	222	0.3463338533541342	25	0.0390015600624025	0.03295844782309233	0.8570057432379681
ENST00000375651_0	31816451	31817583	632	65	0.10284810126582279	160	0.25316455696202533	18	0.028481012658227847	0.026037493991347544	0.385747828227015
ENST00000375651_0	31816451	31817724	632	65	0.10284810126582279	51	0.08069620253164557	5	0.007911392405063292	0.008299451209742029	-0.1075328399928673
ENST00000375651_0	31817583	31817724	632	160	0.25316455696202533	51	0.08069620253164557	14	0.022151898734177215	0.020429418362441918	0.3061025536763818
ENST00000303575_0	75134559	75134701	623	78	0.12520064205457465	197	0.3162118780096308	27	0.04333868378812199	0.03958993015208861	0.47985519739554827
ENST00000215570_0	2426643	2426824	620	169	0.2725806451612903	131	0.21129032258064517	36	0.05806451612903226	0.05759365244536941	0.05032509792921667
ENST00000254322_0	14515140	14515909	613	51	0.08319738988580751	125	0.2039151712887439	8	0.013050570962479609	0.016965210009340845	-0.7505124429690527
ENST00000254322_0	14515140	14515617	613	51	0.08319738988580751	68	0.11092985318107668	5	0.008156606851549755	0.00922907424508142	-0.2776825811757805
ENST00000254322_0	14515140	14515863	613	51	0.08319738988580751	48	0.07830342577487764	5	0.008156606851549755	0.006514640643586884	0.5053223234192472
ENST00000254322_0	14515140	14515882	613	51	0.08319738988580751	98	0.1598694942903752	7	0.011419249592169658	0.013300724647323223	-0.40662927860671955
ENST00000254322_0	14515140	14515147	613	51	0.08319738988580751	37	0.06035889070146819	5	0.008156606851549755	0.00502170216276489	1.0980504620684557
ENST00000254322_0	14515140	14516881	613	51	0.08319738988580751	215	0.35073409461663946	21	0.03425774877650897	0.02918016121606625	0.7469206969994502
ENST00000254322_0	14515140	14516025	613	51	0.08319738988580751	44	0.07177814029363784	3	0.004893964110929853	0.005971753923287977	-0.3463490469871558
ENST00000254322_0	14515140	14515920	613	51	0.08319738988580751	288	0.4698205546492659	27	0.04404567699836868	0.03908784386152131	0.633372848357087
ENST00000254322_0	14515909	14515617	613	125	0.2039151712887439	68	0.11092985318107668	21	0.03425774877650897	0.022620280012454464	1.9377962695191313
ENST00000254322_0	14515909	14515863	613	125	0.2039151712887439	48	0.07830342577487764	10	0.01631321370309951	0.01596725647937962	0.06833335042816116
ENST00000254322_0	14515909	14515882	613	125	0.2039151712887439	98	0.1598694942903752	23	0.037520391517128875	0.032599815312066724	0.6860180561209582
ENST00000254322_0	14515909	14515147	613	125	0.2039151712887439	37	0.06035889070146819	9	0.01468189233278956	0.012308093536188457	0.5330500655322697
ENST00000254322_0	14515909	14516881	613	125	0.2039151712887439	215	0.35073409461663946	44	0.07177814029363784	0.07152000298055454	0.024801673424216915
ENST00000254322_0	14515909	14516025	613	125	0.2039151712887439	44	0.07177814029363784	10	0.01631321370309951	0.01463665177276465	0.34564538718933335
ENST00000254322_0	14515909	14514792	613	125	0.2039151712887439	22	0.03588907014681892	3	0.004893964110929853	0.007318325886382325	-0.704233678695496
ENST00000254322_0	14515909	14515920	613	125	0.2039151712887439	288	0.4698205546492659	61	0.09951060358890701	0.09580353887627772	0.3118445994525863
ENST00000254322_0	14515617	14515863	613	68	0.11092985318107668	48	0.07830342577487764	5	0.008156606851549755	0.008686187524782512	-0.141300007655214
ENST00000254322_0	14515617	14515882	613	68	0.11092985318107668	98	0.1598694942903752	16	0.026101141924959218	0.017734299529764297	1.5695325118992953
ENST00000254322_0	14515617	14515147	613	68	0.11092985318107668	37	0.06035889070146819	6	0.009787928221859706	0.00669560288368652	0.9388136455912579
ENST00000254322_0	14515617	14516881	613	68	0.11092985318107668	215	0.35073409461663946	28	0.04567699836867863	0.03890688162142167	0.8668230466329812
ENST00000254322_0	14515617	14516025	613	68	0.11092985318107668	44	0.07177814029363784	5	0.008156606851549755	0.00796233856438397	0.05411874891934547
ENST00000254322_0	14515617	14514792	613	68	0.11092985318107668	22	0.03588907014681892	2	0.0032626427406199023	0.003981169282191985	-0.28251008480150663
ENST00000254322_0	14515617	14515920	613	68	0.11092985318107668	288	0.4698205546492659	38	0.06199021207177814	0.05211712514869508	1.099804857753898
ENST00000254322_0	14515863	14515882	613	48	0.07830342577487764	98	0.1598694942903752	11	0.01794453507340946	0.012518329079833619	1.2083390486606886
ENST00000254322_0	14515863	14515147	613	48	0.07830342577487764	37	0.06035889070146819	3	0.004893964110929853	0.0047263079178963665	0.060522598955486034
ENST00000254322_0	14515863	14516881	613	48	0.07830342577487764	215	0.35073409461663946	23	0.037520391517128875	0.02746368114453294	1.5235401075490786
ENST00000254322_0	14515863	14516025	613	48	0.07830342577487764	44	0.07177814029363784	2	0.0032626427406199023	0.005620474280741625	-0.7808730616225762
ENST00000254322_0	14515863	14515920	613	48	0.07830342577487764	288	0.4698205546492659	20	0.03262642740619902	0.03678855892849064	-0.5474303011504285
ENST00000254322_0	14515882	14515147	613	98	0.1598694942903752	37	0.06035889070146819	5	0.008156606851549755	0.009649545332371749	-0.3781153178683491
ENST00000254322_0	14515882	14516881	613	98	0.1598694942903752	215	0.35073409461663946	34	0.05546492659053834	0.056071682336754754	-0.06529844427778375
ENST00000254322_0	14515882	14516025	613	98	0.1598694942903752	44	0.07177814029363784	7	0.011419249592169658	0.011475134989847485	-0.012991397837683633
ENST00000254322_0	14515882	14514792	613	98	0.1598694942903752	22	0.03588907014681892	3	0.004893964110929853	0.0057375674949237425	-0.2765375631955506
ENST00000254322_0	14515882	14515920	613	98	0.1598694942903752	288	0.4698205546492659	40	0.06525285481239804	0.07510997447900172	-0.9259476016093379
ENST00000254322_0	14515147	14516881	613	37	0.06035889070146819	215	0.35073409461663946	17	0.02773246329526917	0.021169920882244144	1.1287274571244577
ENST00000254322_0	14515147	14516025	613	37	0.06035889070146819	44	0.07177814029363784	8	0.013050570962479609	0.004332448924738336	3.286467022078726
ENST00000254322_0	14515147	14515920	613	37	0.06035889070146819	288	0.4698205546492659	22	0.03588907014681892	0.028357847507378204	1.1233262784544638
ENST00000254322_0	14516881	14516025	613	215	0.35073409461663946	44	0.07177814029363784	13	0.021207177814029365	0.025175041049155196	-0.6271024794944784
ENST00000254322_0	14516881	14514792	613	215	0.35073409461663946	22	0.03588907014681892	7	0.011419249592169658	0.012587520524577598	-0.25945043711898236
ENST00000254322_0	14516881	14515920	613	215	0.35073409461663946	288	0.4698205546492659	91	0.14845024469820556	0.16478208686719767	-1.0899598791810394
ENST00000254322_0	14516025	14515920	613	44	0.07177814029363784	288	0.4698205546492659	25	0.040783034257748776	0.033722845684449755	0.9683527155441807
ENST00000254322_0	14514792	14515920	613	22	0.03588907014681892	288	0.4698205546492659	8	0.013050570962479609	0.016861422842224878	-0.7328208674788066
ENST00000377482_0	8014060	8013280	605	113	0.18677685950413223	138	0.228099173553719	32	0.05289256198347107	0.04260364729185165	1.2530776359775972
ENST00000377482_0	8014060	8014045	605	113	0.18677685950413223	44	0.07272727272727272	6	0.009917355371900827	0.013583771600300524	-0.7790748131991043
ENST00000377482_0	8014060	8013984	605	113	0.18677685950413223	217	0.3586776859504132	46	0.07603305785123966	0.0669926917560276	0.8894211824148598
ENST00000377482_0	8014060	8013843	605	113	0.18677685950413223	24	0.03966942148760331	8	0.013223140495867768	0.007409329963800287	1.667492922819757
ENST00000377482_0	8014060	8013385	605	113	0.18677685950413223	193	0.31900826446280994	44	0.07272727272727272	0.05958336179222731	1.3657765169382798
ENST00000377482_0	8014060	8014096	605	113	0.18677685950413223	166	0.2743801652892562	38	0.0628099173553719	0.05124786558295198	1.289728577592399
ENST00000377482_0	8013280	8014045	605	138	0.228099173553719	44	0.07272727272727272	14	0.023140495867768594	0.016589030803906835	1.2616476581197718
ENST00000377482_0	8013280	8013984	605	138	0.228099173553719	217	0.3586776859504132	60	0.09917355371900827	0.08181408373744962	1.557882861295816
ENST00000377482_0	8013280	8013843	605	138	0.228099173553719	24	0.03966942148760331	5	0.008264462809917356	0.009048562256676457	-0.20367271810867846
ENST00000377482_0	8013280	8013385	605	138	0.228099173553719	193	0.31900826446280994	52	0.0859504132231405	0.07276552148077317	1.2485232852516956
ENST00000377482_0	8013280	8014096	605	138	0.228099173553719	166	0.2743801652892562	43	0.07107438016528926	0.06258588894201216	0.8619939850213377
ENST00000377482_0	8014045	8013984	605	44	0.07272727272727272	217	0.3586776859504132	17	0.02809917355371901	0.02608564988730278	0.3107228651752168
ENST00000377482_0	8014045	8013385	605	44	0.07272727272727272	193	0.31900826446280994	18	0.02975206611570248	0.02320060105184072	1.070443641659893
ENST00000377482_0	8014045	8014096	605	44	0.07272727272727272	166	0.2743801652892562	14	0.023140495867768594	0.019954921111945904	0.56029591314387
ENST00000377482_0	8013984	8013843	605	217	0.3586776859504132	24	0.03966942148760331	9	0.01487603305785124	0.014228536302165154	0.1344767020931958
ENST00000377482_0	8013984	8013385	605	217	0.3586776859504132	193	0.31900826446280994	76	0.1256198347107438	0.11442114609657811	0.8653226879660242
ENST00000377482_0	8013984	8014096	605	217	0.3586776859504132	166	0.2743801652892562	54	0.08925619834710743	0.0984140427566423	-0.7562037772579112
ENST00000377482_0	8013843	8013385	605	24	0.03966942148760331	193	0.31900826446280994	11	0.01818181818181818	0.012654873301004031	1.2161843949607856
ENST00000377482_0	8013843	8014096	605	24	0.03966942148760331	166	0.2743801652892562	5	0.008264462809917356	0.010884502424697767	-0.6210945976534491
ENST00000377482_0	8013385	8014096	605	193	0.31900826446280994	166	0.2743801652892562	65	0.10743801652892562	0.08752954033194454	1.7327223485043814
ENST00000351111_0	47824137	47824212	601	22	0.036605657237936774	100	0.16638935108153077	3	0.004991680532445923	0.00609079155373324	-0.3463128235063213
ENST00000330899_0	33038803	33038963	580	80	0.13793103448275862	172	0.296551724137931	29	0.05	0.040903686087990485	1.1060304962681784
ENST00000379715_1	8079820	8079911	577	80	0.1386481802426343	37	0.06412478336221837	4	0.006932409012131715	0.00889078452162473	-0.5011330855783145
ENST00000389266_0	30633831	30633863	569	80	0.140597539543058	49	0.08611599297012303	9	0.015817223198594025	0.012107696726906578	0.8090754804123129
ENST00000225969_0	50367961	50368065	569	61	0.10720562390158173	134	0.23550087873462214	18	0.03163444639718805	0.025247018634115905	0.971247241719639
ENST00000375078_0	20482746	20482914	553	54	0.09764918625678119	36	0.0650994575045208	1	0.0018083182640144665	0.0063569090510743635	-1.3458641517748184
ENST00000371626_0	52020303	52020730	546	33	0.06043956043956044	50	0.09157509157509157	4	0.007326007326007326	0.005534758282011029	0.5641676237246637
ENST00000371626_0	52020303	52020320	546	33	0.06043956043956044	78	0.14285714285714285	7	0.01282051282051282	0.008634222919937205	1.0572970766893863
ENST00000371626_0	52020730	52020320	546	50	0.09157509157509157	78	0.14285714285714285	6	0.01098901098901099	0.013082155939298795	-0.4304428162109009
ENST00000396290_0	8683798	8683900	536	63	0.11753731343283583	39	0.07276119402985075	8	0.014925373134328358	0.008552155268433951	1.6023907700524984
ENST00000396290_0	8683798	8683872	536	63	0.11753731343283583	147	0.27425373134328357	20	0.03731343283582089	0.03223504678102027	0.6656700380726001
ENST00000396290_0	8683798	8684004	536	63	0.11753731343283583	42	0.07835820895522388	6	0.011194029850746268	0.009210013366005793	0.4808468070033902
ENST00000396290_0	8683900	8683872	536	39	0.07276119402985075	147	0.27425373134328357	14	0.026119402985074626	0.019955028959679214	1.0205215810502295
ENST00000396290_0	8683900	8684004	536	39	0.07276119402985075	42	0.07835820895522388	6	0.011194029850746268	0.005701436845622633	1.6889206642604855
ENST00000396290_0	8683872	8684004	536	147	0.27425373134328357	42	0.07835820895522388	14	0.026119402985074626	0.02149003118734685	0.7391001770247172
ENST00000435844_0	18569379	18569432	532	170	0.31954887218045114	124	0.23308270676691728	55	0.10338345864661654	0.07448131607213522	2.539040270122982
ENST00000262947_0	4657758	4657905	531	90	0.1694915254237288	122	0.2297551789077213	16	0.030131826741996232	0.0389415557470714	-1.0493690751840654
ENST00000262947_0	4657758	4657909	531	90	0.1694915254237288	41	0.07721280602636535	11	0.02071563088512241	0.013086916275655143	1.5468226168970298
ENST00000262947_0	4657905	4657909	531	122	0.2297551789077213	41	0.07721280602636535	0	0.0	0.01774004206255475	-3.0967871983864796
ENST00000372833_0	73783194	73783253	529	36	0.06805293005671077	69	0.13043478260869565	8	0.015122873345935728	0.00887646913783184	1.5317006722835016
ENST00000314940_1	137752947	137752879	528	121	0.22916666666666666	104	0.19696969696969696	25	0.04734848484848485	0.04513888888888889	0.2445593621750424
ENST00000314940_1	137752947	137752741	528	121	0.22916666666666666	51	0.09659090909090909	11	0.020833333333333332	0.022135416666666664	-0.20336327727122258
ENST00000314940_1	137752947	137753203	528	121	0.22916666666666666	215	0.4071969696969697	55	0.10416666666666667	0.09331597222222222	0.857173073423849
ENST00000314940_1	137752947	137753973	528	121	0.22916666666666666	151	0.2859848484848485	39	0.07386363636363637	0.06553819444444445	0.7730298119660063
ENST00000314940_1	137752947	137753963	528	121	0.22916666666666666	158	0.29924242424242425	41	0.07765151515151515	0.0685763888888889	0.825104032884946
ENST00000314940_1	137752947	137752904	528	121	0.22916666666666666	214	0.4053030303030303	52	0.09848484848484848	0.09288194444444443	0.4435397943340633
ENST00000314940_1	137752879	137752741	528	104	0.19696969696969696	51	0.09659090909090909	13	0.02462121212121212	0.01902548209366391	0.9411893760568881
ENST00000314940_1	137752879	137753203	528	104	0.19696969696969696	215	0.4071969696969697	45	0.08522727272727272	0.080205463728191	0.42484426696766536
ENST00000314940_1	137752879	137753973	528	104	0.19696969696969696	151	0.2859848484848485	36	0.06818181818181818	0.05633034894398531	1.181157848355103
ENST00000314940_1	137752879	137753963	528	104	0.19696969696969696	158	0.29924242424242425	37	0.07007575757575757	0.058941689623507806	1.086303730762187
ENST00000314940_1	137752879	137752904	528	104	0.19696969696969696	214	0.4053030303030303	48	0.09090909090909091	0.07983241505968777	0.9390815519124077
ENST00000314940_1	137752741	137753203	528	51	0.09659090909090909	215	0.4071969696969697	19	0.03598484848484849	0.03933152548209366	-0.3956157698846219
ENST00000314940_1	137752741	137753973	528	51	0.09659090909090909	151	0.2859848484848485	18	0.03409090909090909	0.027623536501377412	0.9067508778157367
ENST00000314940_1	137752741	137753963	528	51	0.09659090909090909	158	0.29924242424242425	18	0.03409090909090909	0.028904097796143252	0.7113881709579948
ENST00000314940_1	137752741	137752904	528	51	0.09659090909090909	214	0.4053030303030303	18	0.03409090909090909	0.03914858815426997	-0.5992141500004569
ENST00000314940_1	137753203	137753973	528	215	0.4071969696969697	151	0.2859848484848485	57	0.10795454545454546	0.11645216368227733	-0.6087309200716673
ENST00000314940_1	137753203	137753963	528	215	0.4071969696969697	158	0.29924242424242425	59	0.11174242424242424	0.12185060835629019	-0.7100551009193872
ENST00000314940_1	137753203	137752904	528	215	0.4071969696969697	214	0.4053030303030303	84	0.1590909090909091	0.16503816574839303	-0.36813587021922567
ENST00000314940_1	137753973	137753963	528	151	0.2859848484848485	158	0.29924242424242425	54	0.10227272727272728	0.08557879935720845	1.3712582620989957
ENST00000314940_1	137753973	137752904	528	151	0.2859848484848485	214	0.4053030303030303	62	0.11742424242424243	0.11591052571166208	0.10865557624017147
ENST00000314940_1	137753963	137752904	528	158	0.29924242424242425	214	0.4053030303030303	59	0.11174242424242424	0.12128386134067952	-0.6715911179757847
ENST00000312579_0	65891568	65891037	525	129	0.24571428571428572	56	0.10666666666666667	19	0.03619047619047619	0.02620952380952381	1.4314932636465074
ENST00000312579_0	65891568	65891589	525	129	0.24571428571428572	86	0.16380952380952382	31	0.05904761904761905	0.04025034013605443	2.1913456013029093
ENST00000312579_0	65891568	65891509	525	129	0.24571428571428572	136	0.259047619047619	37	0.07047619047619047	0.06365170068027211	0.6405103051731039
ENST00000312579_0	65891568	65891457	525	129	0.24571428571428572	32	0.06095238095238095	8	0.015238095238095238	0.01497687074829932	0.049278761717690946
ENST00000312579_0	65891037	65891589	525	56	0.10666666666666667	86	0.16380952380952382	11	0.02095238095238095	0.017473015873015876	0.6084480071594001
ENST00000312579_0	65891037	65891509	525	56	0.10666666666666667	136	0.259047619047619	18	0.03428571428571429	0.02763174603174603	0.930123947686928
ENST00000312579_0	65891037	65891457	525	56	0.10666666666666667	32	0.06095238095238095	5	0.009523809523809525	0.006501587301587302	0.8616140222944687
ENST00000312579_0	65891589	65891509	525	86	0.16380952380952382	136	0.259047619047619	29	0.05523809523809524	0.0424344671201814	1.4553554418115595
ENST00000312579_0	65891589	65891457	525	86	0.16380952380952382	32	0.06095238095238095	8	0.015238095238095238	0.009984580498866214	1.2107199982077954
ENST00000312579_0	65891509	65891457	525	136	0.259047619047619	32	0.06095238095238095	9	0.017142857142857144	0.015789569160997732	0.2487372079076433
ENST00000374450_0	35279082	35279158	522	64	0.12260536398467432	36	0.06896551724137931	8	0.01532567049808429	0.008455542343770642	1.7142464542948974
ENST00000306984_0	40133011	40132797	520	114	0.21923076923076923	50	0.09615384615384616	11	0.021153846153846155	0.021079881656804734	0.011741329312157496
ENST00000646241_0	45898772	45898560	517	89	0.172147001934236	55	0.10638297872340426	5	0.009671179883945842	0.018313510844067658	-1.465561181726051
ENST00000360840_0	54200405	54216244	513	40	0.07797270955165692	63	0.12280701754385964	2	0.003898635477582846	0.009575595909852604	-1.320325399791731
ENST00000219207_0	57256801	57256621	513	255	0.49707602339181284	157	0.3060428849902534	82	0.15984405458089668	0.15212658025831308	0.4867050070185015
ENST00000219207_0	57256801	57256562	513	255	0.49707602339181284	204	0.39766081871345027	104	0.20272904483430798	0.19766765842481446	0.2878612579916576
ENST00000219207_0	57256621	57256562	513	157	0.3060428849902534	204	0.39766081871345027	72	0.14035087719298245	0.12170126420665046	1.2919920245193905
ENST00000319285_0	30424217	30424270	512	129	0.251953125	34	0.06640625	14	0.02734375	0.01673126220703125	1.872197736410976
ENST00000329276_0	2658306	2656437	507	42	0.08284023668639054	28	0.055226824457593686	0	0.0	0.004575003209504803	-1.5264950839510594
ENST00000550487_0	50120271	50120303	500	56	0.112	139	0.278	11	0.022	0.031136000000000004	-1.1761921435953993
ENST00000375571_0	32848817	32849743	493	197	0.3995943204868154	20	0.04056795131845842	8	0.016227180527383367	0.0162107229406416	0.002893592555863002
ENST00000375571_0	32848817	32849070	493	197	0.3995943204868154	93	0.18864097363083165	45	0.09127789046653144	0.07537986167398344	1.3370800122006616
ENST00000375571_0	32849743	32849070	493	20	0.04056795131845842	93	0.18864097363083165	9	0.018255578093306288	0.007652777834922177	2.701485604484785
ENST00000302692_0	9580147	9582635	484	125	0.25826446280991733	84	0.17355371900826447	30	0.06198347107438017	0.04482275800833276	1.8245960885349566
ENST00000302692_0	9580147	9582587	484	125	0.25826446280991733	72	0.1487603305785124	20	0.04132231404958678	0.038419506864285226	0.3322554817267329
ENST00000302692_0	9580147	9582405	484	125	0.25826446280991733	120	0.24793388429752067	33	0.06818181818181818	0.06403251144047538	0.3728786974406977
ENST00000302692_0	9580147	9580176	484	125	0.25826446280991733	44	0.09090909090909091	16	0.03305785123966942	0.0234785875281743	1.3918035557905215
ENST00000302692_0	9582635	9582587	484	84	0.17355371900826447	72	0.1487603305785124	17	0.03512396694214876	0.025817908612799673	1.2909453298452602
ENST00000302692_0	9582635	9582405	484	84	0.17355371900826447	120	0.24793388429752067	24	0.049586776859504134	0.04302984768799946	0.7108681765589608
ENST00000302692_0	9582635	9580176	484	84	0.17355371900826447	44	0.09090909090909091	13	0.026859504132231406	0.015777610818933134	1.9564529399255226
ENST00000302692_0	9582587	9582405	484	72	0.1487603305785124	120	0.24793388429752067	17	0.03512396694214876	0.03688272658971382	-0.2052948609387846
ENST00000302692_0	9582587	9580176	484	72	0.1487603305785124	44	0.09090909090909091	7	0.014462809917355372	0.0135236664162284	0.17888094405751256
ENST00000302692_0	9582405	9580176	484	120	0.24793388429752067	44	0.09090909090909091	10	0.02066115702479339	0.022539444027047335	-0.27839627104267023
ENST00000273480_0	141745412	141745249	481	173	0.3596673596673597	88	0.18295218295218296	38	0.079002079002079	0.06580192858779138	1.1676498387987857
ENST00000380527_0	19049844	19049964	473	121	0.2558139534883721	71	0.15010570824524314	16	0.03382663847780127	0.03839913466738778	-0.5175183829024402
ENST00000382361_0	5605341	5605638	471	32	0.06794055201698514	84	0.17834394904458598	10	0.021231422505307854	0.01211678634697824	1.8080201345308031
ENST00000312475_0	88459728	88459556	466	25	0.0536480686695279	144	0.3090128755364807	7	0.015021459227467811	0.016577943966549394	-0.26314948194667565
ENST00000219313_1	74305903	74306071	464	85	0.18318965517241378	65	0.1400862068965517	17	0.036637931034482756	0.025662343935790723	1.495146837156646
ENST00000219313_1	74305903	74305358	464	85	0.18318965517241378	59	0.1271551724137931	12	0.02586206896551724	0.023293512187871578	0.36681630858186687
ENST00000219313_1	74306071	74305358	464	65	0.1400862068965517	59	0.1271551724137931	6	0.01293103448275862	0.017812685790725324	-0.7949940556213162
ENST00000249014_0	37569050	37566323	462	47	0.10173160173160173	136	0.2943722943722944	17	0.0367965367965368	0.029946965011900077	0.8637941575946746
ENST00000249014_0	37569050	37566480	462	47	0.10173160173160173	62	0.1341991341991342	6	0.012987012987012988	0.013652292873072094	-0.12322747885266698
ENST00000249014_0	37569050	37568114	462	47	0.10173160173160173	41	0.08874458874458875	5	0.010822510822510822	0.009028129157999288	0.407761544279846
ENST00000249014_0	37569050	37568314	462	47	0.10173160173160173	61	0.13203463203463203	12	0.025974025974025976	0.01343209460092577	2.3418013142560046
ENST00000249014_0	37569050	37568240	462	47	0.10173160173160173	34	0.0735930735930736	2	0.004329004329004329	0.007486741252975019	-0.7873763440769236
ENST00000249014_0	37569050	37568496	462	47	0.10173160173160173	79	0.170995670995671	13	0.02813852813852814	0.017395663499559604	1.7661649185981687
ENST00000249014_0	37566323	37566480	462	136	0.2943722943722944	62	0.1341991341991342	27	0.05844155844155844	0.03950450703697458	2.0895961374146057
ENST00000249014_0	37566323	37568114	462	136	0.2943722943722944	41	0.08874458874458875	13	0.02813852813852814	0.026123948201870285	0.2714777505890884
ENST00000249014_0	37566323	37568314	462	136	0.2943722943722944	61	0.13203463203463203	22	0.047619047619047616	0.03886733756863627	0.9732621729394084
ENST00000249014_0	37566323	37568240	462	136	0.2943722943722944	34	0.0735930735930736	7	0.015151515151515152	0.021663761923502188	-0.961481272586086
ENST00000249014_0	37566323	37568496	462	136	0.2943722943722944	79	0.170995670995671	28	0.06060606060606061	0.05033638799872567	1.0096053968134362
